content,score
semangat kebersamaan untuk sejahtera,5
"cepat dtng nya..tdk tunggu lama, jd saya kasih bintang 5",5
bagus drivernya,5
adem,5
cepat tanggap,5
"driver kebanyakan manja, bilang macet macet eh pas gw kesana nyatanya ga macet",1
saat membantu saya saat berpergian kemana mana,5
sangat mudah untuk transportasi,5
good,5
asik,5
langsung anyep ya,5
sangat terbantukan disaat dibutuhkan,5
"Kok makin gak jelas sih nih aplikasi Menu untuk gopay ,gocar,goride kenapa gak ada???????? Makin hancur aja",5
klo lg hujan susah bgt dpt nya. suka pd cancel jg pdhl pesennya go car. bikin telat sampe 30 menitan ga ada yg ambil pdhl banyak go car yg deket di sekitar rumah.,1
sangat bagus dan ermanfaat,5
mantap aja pokok nya hehehe,5
gojeg mantap,5
sangat baik,5
nyaman gampang,5
"bapak driver nya baik ,nyaman bawa mobil nya",5
"susah bgt ngehubungi customer service manusia, jd gabisa jelasin kendalanya, diarahin ke boot aja, padahal mau ngetik pertanyaan sendiri",1
sangat membantu dalam operasional,5
"gak sengaja kebeli orderan karena layar hp yang rusak suka ketekan sendiri, sudah coba batalkan sampai laporan juga lelet banget pelayanannya.. bilangnya mau dihubungi segera, ditunggu gak ada balasan sama sekali.",1
mantaappp,5
"alamat di grab ada di gojek gak ada, aneh",1
sangat membantu bgt❤️,5
good job,5
bgussss,5
MAKASIH YA UDH JADI PENYELAMAT CEWE AKU PAS LGI LAPER,5
driver di map kadang ga gerak gerak,3
great,5
cepat dan bagus,5
aplikasi nya bagus membantu. tapi ada sebagian driver mobil yang di order tidak bergerak bahkan di hubungi tidak respon. pdahal buru² mau ke Rumah sakit. harap saring lagi driver mobil yang ga niat narik,5
Bagus,5
sangat membantu di waktu darurat,5
ok,5
keren abiss,5
menyenangkan😘,5
Mantap,1
saya suka gojek,5
mksih penjemputan baik,5
"Please banget! Sediain Fitur ""SKRINING VALIDASI"" Soalnya udah beberapa kali kecewa dengan Goride, Motor yg di apk beda sama motor yg datang. Udh bayar mahal tapi gak sesuai ekspetasi. Mau di Cancel juga gak enak. Motor butut & jok keras bikin badan sakit. Kesel banget!!",2
agak lelet ya🙏🙏,5
mantul,5
"baguss banget, pokoknya gercep deh",5
mudah2an lancar lagi ya limit gopinjamnya ya min. dr mulai diksh limit 800 loh.,5
"sistemnya makin aneh! pesan gofood gadapet driver lebih dr 1 jam gabisa dicancel dan gabisa chat resto utk minta cancel dr resto juga. bener bener gbisa gerak cuma disuruh nunggu lama banget. seenaknya suruh nunggu lama, pdhl kalau di cancel dan refund kami bisa pakai uangnya utk segera pesan yg lain. sistemnya aneh banget dan merugikan yg bayar pakai gopay. Chat sama CS juga ga membantu krn sistem udh kasih patokan nunggu sampe jam yg lama, jd chat CS juga ga dapet bantuan apa apa.",1
Luar biasa,5
mungkin boleh ada fitur tambahan untuk pilih driver yang wanita..,4
simpel banget dalam penggunaannya,5
Aplikasinya bagusbangetttt...!!!!!!!!!!!!!!!!!,5
"Cepat, aman dan nyaman.",5
ini gimana si sistem gojek gimana pajak ya gede banget ongkos ke driver berbeda kasihan sama abang driver ya dari kita hargo ongkos ya 17k kok ke driver ya hanya dapat 6k tolong dong operator kasih an Mitra anda driver butuh pekerjaan buat kebutuhan keluarga ya tolong kalo buat driver ya boleh kasih potongan tapi potongan ya jangan gede banget biar pelanggan yang lain gak kecewa karena pesanan ya gak di anterin karena apa ongkos ya itu beda jauh tolong lah saya lihat ya kasihan ubah potonganya,5
"saya sangat kecewa atas pelayanan driver!!!.terkadang saya mengunakan voucer makanan/gopay coin kenapa kok gaada yang mau nganterin MAKANAN SAYA????,terus sia sia dong saya dapat voucer makanan/ngumpulin coin gopay",1
tanggapan yang cepat,5
"lama2 driver kalian gocar itu pada belagu, maunya yg trek pendek hargo mahal.. kalau hidup pengen gampang terus jangan hidup mati aja.. tolong di evaluasilah para drivernya, jangan terlalu belagu manja².. namanya nyari duit ada tantangan nya.. masa ngeluh macet,hargo murah,itukan tantangan jadi driver.. yg nentuin hargo juga bukan pemesan..",1
"drivernya walau jam 8 malem udh pade maless,, ga dapet driver susah banget,, buruk lah sistemnya",1
berguna bngt tapi tolong yah menurut gua tambahin kurir cewek biar nambah Joss heheheh,5
dipikir order makan cuma mau buang duit aja kali ya. sini lapar woiii makanya beli makan. nunggu sejam belum juga nunggu perjalanan ga bisa cancel. aplikasi ga jelas system nya. orang2 serakah,1
"aplikasi ngacok , nunggu orderan makanan hampr 2 jam , driver boleh batalin orderan customer , customer ga bisa malah disuruh nunggu , jangan ga mau rugi dong , custmer juga ad waktu kali",1
hemat dan murah,5
puas sangat penting untuk kebutuhan²,5
apk yang bermanfaat bagi umat manusia,5
chat keluhan ga nemu solusi udah asal di akhiri .chat sama ai buat apa,1
okeh,5
Driver nya seleb tidak mau nerima orderan,1
"untuk area brebes tolong gofoodnya di percepat waktunya .. ada orang pengen makan sampa nunggu 50-70 menit , makanya sekarang untuk pesanan banyak pindah ke shopeefood . salah satu salasannya shopee lebih cepat pengirimannya",2
"Sangat berguna buat naik kereta tanpa kartu,pesen ojol,laper tinggal klik gojek intinys the best bgt woyyyyyy",5
Senang Sekali dengan Pelayanan Ketepatan waktu dalam Pesanan,5
potongan nya jangan gede gede kasian driver,4
sangat jelek map tidak sesuai,1
sangat membantu terutama saat kondisi genting,5
Dibatalin terus,1
sangat cepat,5
kak saya pesan amanda 4 kenapa 1 diriver kenapa ko mucul 2 ojek online sekaligus ka gara kaka saya harus mebayar 2 ojek sekaligus total habis 20000 ribu ka,1
"pelayanan jelek, driver susah ditemukan udah 45 menit nungguin GK Nemu Nemu mentang mentang pake pembelian ekonomis dikasih pelayanan yang paling buruk 👎",1
Cukup Baik,5
mantap 💪🏻,5
"pesan gojek dan gofood, udh dapat driver kenapa sama drivernya bisa dicancel, ga ada notif lagi, serasa di php udah nunggu driver datang lumayan lama udh sempet chat juga lah kok malah pencarian driver lagi, buang buang waktu aja.. udah beberapa kali kaya gini, buat driver kalo ga niat terima order jangan narik!!",1
Estimasi sering lama sekali dan juga tidak ada opsi membatalkan.,1
bagus,5
mantap,5
tidak sesuai pesanan,1
iklan yg mengganggu,1
Sangat Bermanfaat,5
PENDAFTARAN DI TOLAK TPI GA JELAS BERKAS APA NYA YANG SALAH ?,1
aplikasi tolol uda bangkrut aja,1
ok sangat membantu,5
"memudahkan kalo mau pergi2, banyak potongan harga jugaaaa",5
pake gofood express tetap aja lama! hampir sejam lagi. tolong cari drivernya jgn lama juga! dari tadi stuck di menit yg sama terus buat cari driver doang!!!,2
bagus sekali,5
mantap,5
iklan nya gk ngotak hp saya jadi ngelag,1
oke banget,5
tidak bertanggung jawab,1
pasti terpercaya,5
mantap,5
terbantu banget,5
bagus,5
kadang kadang mahal,4
lebih baik dan disiplin,5
sangat membantu,5
semoga semakin sukses,5
pengiriman lambat,1
tidak kecewa dalam pelayanan selama saya menggunakan aplikasi ini ....mungkin buat org lain beda pendapat tq,5
ini ko gaada trs gojek hemat ya? biasanya ada gojek hemat skrng ko gaada motor gojek hemat,1
sangat membantu,5
terimakasih,5
mantaf sopan,5
josss,5
tepat waktu dan ramah,5
ok,5
"murah, mudah, aman",5
sangat membantu,5
"Alhamdulillah udh bisa login lgi. dlu gabisa login karna harus verifikasi pake nomor yg lama, sedangkan nomor yg lama udh ga dipake/ilang. sekarang udh bisa login pake email yg skrg dan verifikasi nomor hp skrg, bagus",4
Sangat membantu,5
dari awal penjemputan sampai tujuan berjalan aman ..kondisi mobil pun bersih,5
aplikasi paling buruk sedunia,1
gojek minta tolong diperbaiki aplikasinya ya. ada fasilitas telpon tapi mau angkat dipencet ga bisa di geser juga ga bisa .. lah kasihan drivernya kalau nyasarr... tolong ya gaes,4
sangat mbantu 👌👌👌👌,5
"aplikasi sampah kebanyakan notifikasi aslinya fitur"" gak berguna",1
aplikasi recoment,5
cepat dan dipercaya.,5
awal awal harganya naik gojek murah di 10rbu makin lama harganya naik sekrang 18rbu dengan jarak yang sama,3
jelek banget lama dapat driver padahal udah express,1
"iklan mu ganggu, berulang dan selalu ke pencet sendiri, annoying, minimal gausah mencet"" sendiri biar ga nginstal apk nya, maksa bgt",1
bagus,5
🔥,5
"salah satu driver ada yg minta bayaran lebih,karna saya menmbawa penumpang lebih dari 4 minta tambah 20k,dari sini saya mikir udh ga masuk akal,lalu si driver mengantarkan sodara saya namun diluar apk grab,tadinya yg dari saya saya kasih 100 dngn totalny jdi 70 ktanya si driver baru narik pesenan,jdi dia gada kembalian,abistu dia nganterin sodara ak,sekitar 4km lah itungannya Deket,driver minta tmbh uang 50k,bener² g masuk akal,pungli,tolong ditindak lanjut",1
Gimana Ya Caranya Untuk MELAPORKAN driver yang Membatalkan pesanan SeENAKNYA SENDIRI.... gimana nie??? jangan cuma minta maaf aja si admin tapi gak ada solusi🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️,5
dari dlu sudah pake apk gojek seneng bgt.. Terima kasih,5
aman cepat,5
sangat bagus cepat,5
"Banyak promooo,fitur juga manteppp🫰🏻🫰🏻🫰🏻",5
sudah gampang sekarang gojek,5
Semangat dan Sukses selalu amin,5
nice,5
saya suka,5
mantaap,5
knpa harus vermuk yg cs nya,1
"dengan adanya apk gojeg ,gofood semua jdi mudah , TAPI sekarang kebanyakan yg gofood pada ngambilnya orderannya banyak"" satu orderan aja Lom klr ni ngambil orderan lagi , itu yg bikin castemer emosi , nggk Kya dlu satu antr kelar Bru ambil orderan lagi , mohon di perbaiki lagi buat para dreferny ia ,",3
mantap,5
lemot donlot gojeknya,3
ok,5
good apl,5
bagus 👍,5
ok,5
akun bisa pesen makanan sendri sama pesen perjalanan sndri. keamananmohon diperketat,1
"gojek the best, tapi sayangnya di massage bisa masuk spam dari nomor luar dan mengganggu banget spam2 pengancaman",5
bagus,5
mantap,5
sangat senang,5
top,5
Uang 30k mau pesen makan 1 biasanya cuma 13k pesen lewat gofood jadi sampe 28k sendiri😂,3
membantu sekali,5
kenapa kalo pagi2 tidak bisa menggunkan pembyrann via qriss,4
mantap,5
"login gojek pun sudah betul pinnya, katanya salah pin, klik lupa pun dari 3 hari ini server sibuk terus, giliran gak sengaja klik pembayaran iklan tik tok kok berhasil bayar padahal ga masukan pin, error banget aplikasi pembayaran gopay mencurigakan dan bikin jengkel.",1
mantap,5
terimakasih mas,5
bagus,5
drivernya ramah ramah,5
sangat membantu dlm setiap perjalanan,5
40 menit gak dapat2 gocar,1
Sering ngadat. peta sering tidak sesuai,1
ok,5
keren banget nih apk,5
saya sangat puas menggunakan aplikasi gojek dan banyak manfaatnya,5
aplikasi yg baik dan sangat membantu kami 😎🙏✌️🫵,5
lah ini kenapa saya pengguna baru menggunakan email saya tapi malah masuk email lain.. bener bener gajelas,1
Jozzz gandozzz...,5
masih mahaal,4
ok,5
memuaskan,5
ok aja,5
bagus,5
mantappp,5
"TOLONG ADAIN FITUR CHAT DENGAN RESRO LANGSUNG, TANPA NUNGGU RESTO CHAT KITA, Ini udh 3x order gacoan yg berbeda stuck di cari driver, udh dpt malah gak jadi, endingnya gk jadi beli gacoan, bahkan beli makanan yg lainpun msh sama, cari driver terus, mao dibatalin gk bisa, perut udh laper, chat resto gk bisa, karena gk ada fitur cht lngsng,.",1
menonaktifkan limit gopaypinjam saya secara SEPIHAK pdhal pembayaran TIDAK PERNAH TERLAMBAT!!!,1
"sudah nunggu gofood lama, ujung2nya di cancel",1
bagus bagusin ajh,5
"ga banget,",1
terbaik,5
pelayanan cepat,5
good,5
ni gojek malam ini lagi kenapa ya gofood nya??kok susah sekali cari driver????tolong dong buat nunggu batalin pesanannya jangan terlalu lamaaaaaaaaa.,1
"mengapa aku tidak bisa upgrade nih applikasi, padahal aku buat pakai harian perihal keluar masuknya uang aku,",5
kalo gerimis dikit aja driver ga ada yg mau ngambil ga gojek apa gofood nya sama aja udah prioritas juga ga pengaruh,1
muantapppp,5
"Sya sudah beli pulsa Axis pakai Gopay Coins seharga 12k, tpi yg sya trima hanya 1k. Sya rugi! Sya minta gnti rugi! Kalau klean ga gnti rugi, sya akn viralkan hal ini!",1
Alhamdulillah...selama ini mendapat driver yg baik dan sopan,5
"Gak adil sih kalo ada system rating ke penumpang tapi penumpang gak bisa tau siapa yang kasih rating dan berapa ratingnya, sedangkan driver bisa seenaknya aja kasih rating ke penumpang, giliran penumpang kasih rating langsung dah drama mematikan rezeki orang lain.",3
mantapzzz kaleee,5
"tiap hujan susah bgd dpt ,pdhl udh pke yg comfort sedihh ihh",5
bermanfaat,5
my idol,5
tolong dong drivernya disuruh ramah,2
"aneh banget sekarang, g di kasi waktu buat ngebatalin pesanan sebelum di konfirmasi restonya!!! kecewa berat",1
menunggu pesanan lama banget.. gua ampe telat ke rapat,1
Sangat memudahkan untuk transportasi dan pesan makanan,5
minta tolong dong kalau mau beli gofood bisa pasang Lebel halal / non halal disemua toko . biar kita nyaman. terimakasih,3
"HALAH DIKIT' INTERNET MATI INTERNET MATI, SINYAL AJA KAGA JELEK. GILA NI APK JADI LAMA BUAT PESEN NYA",1
sering nemuin driver nolak orderan dengan cuma jawab iya pdhal jarak cuma 500 meter KRNA argo receh dan saya dari rumah sakit banyak driver yg g maw pickup akhirnya pake Maxim donk driver ramah,1
Susah milih titik apabila manual suka pindah otomatis untuk pemesanan goride/gocar,1
bagus,5
bagus,5
laporan barang tertinggal berupa kartu tol nggak ditanggapi serius. laporan langsung ditutup.,1
bgus,5
mantab,5
selalu suka kalau pesan grabcar dsni,5
"gak usah dijelasin ya banyak point nya, bintang menjelaskan",5
👌Oke,5
parah banget driver gosend paket gak seberapa harganya di sepelein,1
"paylater tolol, ga akan seringw lg deh aku pakai gojek, kalo bisa aku pake grab aja. gojek ga jelas bikin rugi terus",1
nice banyakin promonya dong,5
memudahkan,5
gojek mantap,5
Oke,4
pelayanannya buruk,1
"bagus bisa antar jemput, tetapi saat saya di gonceng saya di jamping jampingin sampe hampir jatuh, tapi gapapa asik juga👍",5
"sangat membantu dan sangat berguna,Terimakasih🙏",5
selalu merasa aman dan nyaman dg driver2 gojek dan smp tujuan dg selamat,5
bagus,5
Sulit dapat driver..,1
aplikasi cepat tepat saat kita dlm keadaan buru-buru,5
suka error whtasapnya,5
top,5
good servis and many discount,5
sangat cepat,5
perusahaan tersadis kepada drivernya karena punishment yg di berikan terlalu berat dan konsumennya pun asal ngasih bintang 1,1
memuaskn,5
sangat mudah dan sangat membantu,5
mantap,5
ok,5
mantap joss,5
very good,5
bagus suka,5
mantap joss,5
sangat baik👍,4
gopay later ga bisa digunakan maaf saya kasih bintang 3,5
terbaik,5
sangat membantu,5
Andalan saat bepergian di luar kota,5
helpful,5
drivernya ramah,5
"sekarang jarang promo bahkan buat goride nya yang padahal paling murah biasanya, bye ganti applikasi ijo satunya",1
"tidak bisa di gunakan, aplikasi sampah, gabisa tangkap sinyal anehhhhh",1
bagooos,5
"Disaat ongkos kirim makanan aplikasi sebelah (gr4b) cuma 2-5rb, aplikasi hebat ini matok ongkir 15rb keatas 👏👏",1
simple and helpfull,5
mantap,5
aplikasi ini sungguh keterlaluan memberikan punishmen kepada drivernya...hanya karena perbedaan plat motor yang di laporkan oleh konsumen driver harus menerima hukuman 7 hari pembekuan akun...padahal jika di fikir gojek tidak menggaji driver nya melainkan hanya menerima pembayaran dari konsumen...dan jika di fikir perbedaan plat bukan suatu kesalahan karena segala sesuatu driver yang punya modal😁motor ya motor sendiri...bukan gojek yang kasih dan perbedaan plat bukan tindak kriminal,1
sesuai harapan,5
recomended buat transportasi nyaman dan murah,5
Mantap sangat membantu,5
ok,5
gila baru saya pesan mie balap 8 bungkus tapi yang datang 4 bungkus.. ni nth toko atau gojeknya yg mata nya ketutup bayangan hitam x,2
sangat membantu,5
setiAp wekend dan tgl merah tarif hemT selalu hilang d app,1
mantap,5
"pelit, ga pernah ngasih voucher gratis ongkir untuk go food, gpernah ngasih diskon gede²an lagi kayak dulu. skip ah",2
praktis.,5
bagus sekali jadi pergi ke mn2 jadi asik,5
good,5
jarang² pake tp nyaman dan aman,3
saya mengalami kecelakaan motor karena Abang gojeknya yang tidak memerhatikan jalan. hingga menabrak pembatas jalan bus dan tidak bertanggung jawab dan meminta uang pembayaran.,1
mantaf,5
mudah,5
sangat membantu sekali 👍👍,5
sangat membantu .,5
keren,5
ok,5
"dari kemaren server padat merayap teruss, padahal lagi butuh banget",1
mantap semakin canggih,5
"bagus driver nya ramah"" dan ngerti etika, kalo ngobrol sama penumpang juga tau batasan mau beralih netap di sini aja, soalnya di kuning bnyk pelecehan untuk cewe ga bisa di hindarin klo mesen ketemu org itu lagi :(, semngat buat gojek",5
aplikasi gampang2 tapi di coba malah ga bisa buat minjam,5
"mudah digunakan suh tapi sayang tarif ongkisnya selalu kemahalan masa biasanya 10 rb, sekarang 17 rb terys jadi malas saya ngegunainnya karna kemahalan padahal jaraknya dekat",3
"Hebat ya gojek sekarang, parkir bisa dipakasakan ditagihkan buat penumpang. Padahal parkir layanan umum 5 menit langsung keluar kan gratis, nice fitur bro.",1
mudah kemana selalu tepat waktu solusinya gojek mantaap,5
mantap,5
mantap,5
"potongan biaya aplikasi 1000-3000, potongan dari ongkos yg dibayar penumpang 20% kadang lebih, sekarang aplikator yang bikin promo hemat kalian potong lagi 12.500 perhari, apalagi GRAB potongan buat driver yang ikut program hemat sampai 34.500,, mau diperas sampai sebrapa drivernya ??? paket internet, jaket, helm, servis motor semua biaya driver sendiri",1
memuaskan,5
bermanfaat BG nusa n bangsa,5
"pas checkout lag, sinyal bagus padahal",1
Gofood nya selalu lama,1
bagusss jangan lemott jaringan ajaa,5
tolong di sop lagi driver yg tdk punya etika.,1
mahallll,4
pelayanan nya sangat memuaskan pelanggan,5
tolong dong kalo nya kami sebagai pelanggan memakai gratis ongkir dipercepat dapat driver nya ini lama banget looh gak tau orang lapah apa,5
"Saran dan masukan perihal kenyamanan baik buat driver serta passanger agar lebih di perhatikan kembali, Terutama di musim penghujan. Terimakasih",5
good,5
asik,5
"kasih segini dulu, fitur chat ke toko ga bisa. driver di tiap kota masih dikit. pesan jadi lama",2
bagus,5
punya gopay 25rb..order 30..ga bisa nambah cash 5rb..harus tunai semua... males pake gojek lagi,1
membantu,5
lebih mudah untuk pesan gojek tranportasi ya mudah banget semua gofood yang lain,5
memuaskan,5
driver pada sok jual mahal,1
pesan makanan dibatalkan terus,1
mantap dan cepat,5
tks atas pelayanan drivernya yg on time 🙏👍,5
"kenapa gojek tiap akhir tahun tarifnya naik banyak, kek saya yg tiap hari kerja naik gojek jd berasa berat. yg biasa 20ribu-22ribu , jadi 26,500 sampai 37 ribu, saya bayarnya jd minimal 30 ribu soalnya saya klo bayar mesti saya genapin.",3
terimakasih banyak aplikasi ini sangat membantu dan memudahkan segala aktifitas sehari hari,5
"bner bner GK bisa di pake masa gojeg Skrang, pelayanannya bner bner mnjengkelkan, 4 kali psen jauh semua mna supirnya di hubungi GK ada yng nyaut, sklinya nyaut Sruh di btalin....🥱🥱",2
sangat membantu,5
aku pesan ke kabupaten di jam 8 malam. udah 10 driver minta cancel karena alasan gak mau terlalu jauh dan udah malam. akhirnya akunku yg bakal kena imbas di block karena harus cancel mereka yg sengaja gak cancel dan biarin aku nunggu lama. padahal mereka yg gak mau cancel. 2 driver lain datang cuma mau bilang secara langsung kalau mereka gak sanggup ambil orderannya dan minta cancel. sop drivernya dibenahi dong❗❗❗❗❗❗❗❗❗❗❗❗❗❗❗❗❗❗❗❗❗❗❗❗❗❗,1
sangat gercep,5
mantap,5
keren,5
"ini server gojek ada masalah apa sih, udh berminggu2, ganti device, ganti internet busuk banget performa nya, app lain aja ga kayak gini loh. semenjak langganan gojek plus juga voucher yg dulunya banyak malah disunat jadi kecil semua",2
pilihan mudah disaat darurat,5
Mantap,5
"pesan makanan, tidak sesuai estimasi.. malah di arahkan batalkan, padahal sudah nunggu lama dan lapar aplikasi kurangvajat",1
mantap,5
permudah perjalanan,5
mantap sekali,5
selalu tepat waktu dalam pengantaran dn penjemputan,5
Bagus,5
mantap,4
"dear GoJek tolong di filter kembali untuk driver terdekatnya. saya mencari driver gocar selalu mendapat lokasi yang cukup jauh untuk menjemput, lalu mereka selalu menolak untuk menjemput saya dan meminta untuk mencancel dari pihak konsumen. jika tidak ada driver terdekat lebih baik beritahukan konsumen bahwasanya tidak ada driver terdekat secepat mungkin, agar kami tidak menunggu!",1
mantap kita ke bantu,5
Aplikasi saya nga bisa beli pulsa...di blokir terus.. Sudah lapor juga tidak ada solusi,1
keren,5
apk sering bug,3
mantap pelayanan nya,5
pesen gofood perkiraan nya salah mulu lol mending grab,1
sangat membantu,5
bagus aplikasinya,5
sesuai ekspektasi,5
mantap pooll bosskuu,5
gojek yang terbaik pokokee,5
mohon bantuannya kak gopay dan gojek saya gak bisa login keterangan minta aplikasi resmi padahal udah download di play store,4
jos,5
good,5
lama bet pencarian driver nya,1
👍🏻👍🏻👍🏻,5
best,5
puasss bgt pokonya,5
"saya pesan go car tiga malam yg Lalu sampai 8 orderan baru di respon driver nya terima orderan tapi ga datang datang ketika saya tanya kepada driver yg mau terima orderan saya,,itu di Sengaja pak soalnya kebijakan aplikator yg tidak berpihak ke driver",1
the best aplikasi,5
so..dia aplikasi yang menemani ku kapan saja aku butuh,5
Drivernya sopan,5
bgs aj,5
bgus,5
"aplikasi payah, masalah ga beres, customer nunggu makanan sampai 3 jam tapi ga ada solusi",1
oke,5
mantap aplikasi berguna,5
ok,5
ok,5
"saya kasih bintang 1 mohon maaf untuk driver go-jek daerah batam diperbaiki lagi..baru dgr saya driver klo bawa anak motornya bisa rusak.. blm lagi dpt driver ny Karna kesalahan lwt jalan jadi putar terlalu jauh malah saya yg dikasih rating jelek,jadi susah dapat driver saya .. saya nih bawa anak,klo knp2 Gmn ?? mau tanggung jawab??bertahun2 pake go-jek baru ini yg reseee..kecewa saya..",1
perbaiki jarak lokasi driver penjemputan dan penumpang,5
"GILA GAK ADA PENYELESAIAN KALO PAS LGI KENDALANYA TIDAK MENEMUKAN DRIVER, DARI JAM 11 SIANG SAMPE JAM 2.30 LO 3X ORDER PADAHAL HUJAN UDAH RED tetap gada driver, MANA UDAH GOJEK PLUS LG",1
driver gak ramah,1
sangat membantu untuk pesan makanan dan ojekk,5
"apk sampah driver cancel semua 40 mnt sia"", kalo banyak duit gk usah cari nafkah di ni apk",1
good,5
Alhamdulillah sangat baik,5
"Mau kirim barang, multi trip memang, tapi 1 arah, udah dapet 4 driver, semuanya ngebatalin, mana nyari drivernya susah, saya bukan sekali dua kali pesen gosend, tapi makin sini makin susah dapet driver, sekalinya dapet di batalin drivernya, padahal saya ga pernah ngasih kurang dari bintang 5, semua saya kasih bintang 5. mana mahal banget sekarang, masih murah aplikasi sebelah, makin sini makin payah. sorry saya kasih bintang 1.",1
"Terlalu berisik banyak notif! kalau saya paksa matikan notif aplikasi, pas pakai jadi tidak notif. Sangat mengganggu notif2nya. Cukup satu kali sehari. gaperlu 3 sampe 4 kali perjam! apa se engga laku itu sampe sebanyak itu notifnya?",2
"aplikasinya sangat membantu sekali apalagi ketika sedang traveling keluar kota sendirian, nggak khawatir mau naik apa. bisa juga buat pesan makanan.",5
good promo tambahin.,5
"gmn sih ini, mau log in pake akun sendiri malah otomatis ke akun orng lain!?",2
semoga bermanfaat,5
aplikasi ini miss pemberitahuan!,1
udah males sm gojek,1
baik buat pelayanan nya,5
"Aplikasinya bagus sih, cumaaa aku kurang suka drivernya terutama yang motor. Sering banget naik ke trotoar, aku jadi malu karena sering kena tegur sama pejalan kaki, di sinisin sama pengendara-pengendaea lain dll. Drivernya juga sering telat, jadinya aku sering telat 5 menit ke tempat kuliah.",4
sangat membantu,5
baik pelayanannya,5
selama pake aman tanpa kendala,5
mantap suka sama sikap nya ramah,5
"Dulu sering dapat voucher/potongan harga tapi sekarang ko ga pernah dapat lagi padahal saya berlangganan sdh lama dan hanya pakai gojek saja, maaf, trmksh",5
aplikasi mantap,5
"Assalamu alaikum wr wb. cs. gojek yth. memberitahukan bahwa akun Madia Laksana mengalami kendala login dan perbaikan segera. bintang dua dulu setelah akun saya bintang lima,demikian terima kasih. salam, Madia Laksana",2
ok,4
Perjalanan lebih mudah....thank you gojek,4
mantab jiwa,5
"praktis, mudah, cuma kalo bisa lebih hemat lagi. heheh..keren sih gojek.",5
bagus,5
kereeeen,5
berguna banget,5
drivernya ramah cepat dapet driver,5
sangat membantu,5
bagus,5
👍,5
good aplication,5
"tolong bgt inii sediain fitur driver yg agk lebih cepat, sy udh pesan dr jam brp dan lama bgt pas di perjalanan, ya oke klo pelan tp yg g pelan bgt donggg etdeh bikin telat Cust kemana'🤦🏻🤦🏻 udh disuruh tolong agak cepet masih sama ajaa hadehhh",3
ok,5
nyaman n mudah,5
oke,5
bagus,5
"ini gmn ya mau lupa pin gopay malah bacaan nya ""server kami sedang padat merayap"" dr sore saya coba gt mulu,trs d coba lg mlm,sama aja td pgi d coba lg sama lg,tolong dong d perbaiki lg,saya mau buka gopay lupa pin",1
very good,5
"guna gak guna, kalo dapet driver sering stuck , pada gak jalan jalan padahal udah nunggu lama, sebenernya kalo emang lagi ga butuh butuh amat jangan ngehidupin gojek, kasian penumpang, dikira waktu penumpang yg buat nunggu driver tuh ga berharga kali, giliran nunggu lebih dari 15 meniit dicancel, problematik bgt",3
"Mudah pergi kemana mana, biaya ringan",5
gojek top,5
"Alhamdulillah memudahkan, kasih banyak discoun lagi dong...",5
"banyak driver gocar tapi tidak ada satupun yang mau ambil, ambil malah cancel mulu",3
environment yang oke bgt bareng jago gopay kredit pintar,5
selalu yang terbaik gojek dimanapun berada 👍💖,5
"kalau udah diatas jam 2 malam susah sekali dapat driver gofood,,",3
nice,5
"masih ada driver yang gk bisa pakai google maps, agak merepotkan, kalo skill driver nya gk di upgrade, lama2 perusahaan anda akan kalah dengan pesaing, biasa beli food di oren gk drama, sekali nyobain gojek, drivernya muter2 gk jelas, padahal lokasi saya tertera di google maps",2
"klo nyari driver jangan yang kelewat jauh lah, mana abis itu ga di jemput'",1
Good Apls.,5
ok,5
terbaik,5
sangat membantu saya,5
kerennnn,5
mantaaab sangat baik puooool,5
the best lah,5
"udh tau pembelian makanan kurang di gofood dan udh fotoin semua bukti masih aja lama di proses, gak kayak dulu cepet di prosesnya skrg lama bgt",1
belum mencoba lg,3
asyiik,5
pengemudinya banyak alesan buat tidak jemput,2
sangat mudah digunakan dan selalu bisa di andalkan,5
ok bagus...siip,5
tiap ada masalah gapernah ada solusi👎👎,2
ok pokoknya,5
pernah pesan makanan,5
"tolong lah kalo ga dapet dapet driver sekitar 10 menit langsung ada opsi cancel, gw nunggu dapet driver dari jam 7 sampe jam 9 ga dapet"", trus kalau mau cancel order harus setengah 10,yang ada orang mati duluan sebelum dapet driver blog",2
bagus informasi nya mudah di pahami,5
"Mantap,promonya banyak,diskonnya gede cuuuy",5
gojek tidak bisa melindungi data diri dan nomor telp pengguna ... di akun saja ada teror dari DC debt colector yg saya bahkan tidak tau munculnya dari mana ... aneh skali,1
"bener"" payah",1
terimakasih sudah membantu ya...,5
mantul,5
oke banget,5
Good,4
keren,5
Nice,5
drivernya ga mau ambil pesanan terus,2
sangat menolong,5
bagus aplikasinya sangat membantu,5
driver ramah,5
"baru pengalaman pertama pakai aplikasi sdh di bkin kecewa, sdh nunggu 1 jam driver belum jga ketemu, yang awal nya orang lapar jadi kenyang gara gara nunggu driver doang",1
sangat membantu dalam proses belajar,5
cepat,5
mantaap,5
"Pesen gojek susah nya mnta ampun Giliran ga dapet orderan pada demo, aneh DRIVER BANYAK YG STANDBY, TPI PDA GAMAU AMBIL ORDERAN HERAN",1
